,Unnamed: 0,Maximum Phosphorus,Utility1,Utility2,Reliability,n_reliability,C1,R1,W1,C2,R2,W2
1393,1393,2.4465515178811303,1.671758026642825,0.7370274536064404,0.04,0.06939043552841975,"[-0.3455165690346118, 0.005938913470735611, 0.26725212364820516]","[1.9264071248778878, 0.2396071568381668, 1.447211201810787]","[0.8933138423448997, 0.3946466911111266, 0.9303588407932684]","[1.4060259233600632, 1.4090648145528444, -1.2099264338947848]","[2.0, 0.0, 1.9219107336990369]","[0.34634252220523576, 0.7741637277804574, 0.001168330570515917]"
1394,1394,2.3167042270306974,1.126369535231166,0.1951148582925817,0.2501,0.4338636981414445,"[-0.26979943011071383, -0.0728036674439814, 0.12498798100375136]","[1.4843625416934227, 1.8247597795258255, 1.3018959203281057]","[0.9213273144864842, 0.005877998324346739, 0.34656212175598977]","[1.4641900909493644, 1.4090648145528444, -0.8514950466574118]","[1.9974614114466671, 0.0, 1.9337356509879966]","[0.03739378018369041, 0.7741637277804574, 0.0]"
1395,1395,0.2166879330882596,0.2732926214809555,0.2437453164686938,1.0,1.734760888210494,"[0.011297603074782003, 0.9077728669853201, 0.607613406404452]","[1.244490934043327, 0.21849103380159351, 1.4165594639824004]","[0.41305476948553066, 0.0, 0.6548925894222377]","[0.41465489698416247, -1.1353100081188998, 0.1003232590265104]","[0.7423558253857008, 0.0, 0.7857255225375619]","[0.998060451063072, 0.20992064995995152, 0.6213357961898309]"
1396,1396,0.2376211803403131,0.2005725163867424,0.3310005800630662,1.0,1.734760888210494,"[0.08697737759181692, -0.15915435287155605, 0.2166639864711519]","[1.6857438701601504, 1.3324753991966558, 0.5014904332762731]","[0.0, 0.028594582767114463, 0.7489752925710971]","[0.30559287235057087, 0.41945561087998917, -0.3538378966208256]","[1.8639803825375807, 0.6395115644937195, 1.4553861323632844]","[0.542398149977132, 0.849242097995136, 0.06106906443359916]"
1397,1397,2.3975334286256738,1.5552841242684596,0.7021849830200945,0.05,0.0867380444105247,"[0.12018754272308893, 0.302793827411195, 0.06043720655479842]","[1.0723681862591328, 0.7344691321450727, 0.9978008355917998]","[0.7074922530600389, 0.6614629805065964, 0.6086568158375236]","[1.6797617505059987, 0.17057014315328045, 1.964574168974314]","[1.769390826423377, 0.0, 1.5745714886405602]","[0.960604643246983, 0.7360186233136847, 0.31798381982904766]"
1398,1398,2.3167042271491987,1.115091593062906,0.3105306497237007,0.2083,0.3613506930142459,"[0.007829547181825713, 0.42924706998112505, 0.05935483148441367]","[1.0763209848551993, 1.0187924442198575, 0.0]","[1.0, 0.6614629805065964, 0.6928604565180017]","[1.5920926917160303, 0.17057014315328045, 1.8883482594554657]","[1.769390826423377, 0.0, 1.5745714886405602]","[0.04422732639101323, 0.7708338527282326, 0.0040400925689857425]"
1399,1399,2.4676418761755414,0.9124351894722628,1.6282362755697648,0.04,0.06939043552841975,"[1.540527898186093, 1.988001506694284, -1.1321359439900285]","[1.4262789873210886, 1.3342316328286916, 0.0]","[0.3072877444073874, 0.841748701288647, 1.0]","[-0.3255233263753903, 1.24261963729051, -0.37059321053740074]","[1.7522826516042929, 0.0, 1.7303024558032707]","[0.05958074403457514, 0.02375331633142419, 0.18175546248835617]"
1400,1400,2.36549971407988,0.6081912845485841,1.615874235132735,0.04,0.06939043552841975,"[1.540527898186093, 2.0, -1.1321359439900285]","[1.8236100344341082, 1.3342316328286916, 0.0]","[0.2314953305516253, 0.841748701288647, 0.471157718321105]","[-0.3255233263753903, 1.2742555648058436, -0.37059321053740074]","[1.7522826516042929, 0.0, 2.0]","[1.0, 0.02375331633142419, 0.18175546248835617]"
1401,1401,2.5976515101544195,1.6220507689660777,1.5574850655375447,0.0695,0.12056588173062933,"[0.09803774332198857, 1.1201806727228938, 0.36380002685462637]","[0.9486594200221343, 1.361129503305548, 0.24506909153413775]","[0.5455084489738904, 0.08280881188759698, 0.02480366476337048]","[-0.446801013494345, 0.16872964750893477, -0.2488459511997656]","[1.4204391801417495, 1.5608032957639912, 0.4994706526311916]","[0.16870417202204324, 1.0, 0.015269727032351965]"
1402,1402,2.597651510154415,1.5046369462828708,1.5717347275941504,0.0808,0.1401686797674079,"[0.07792942670445503, -0.2072611439639857, 0.21668978811549436]","[1.4001276840452184, 1.5972333965060468, 0.37093895308598857]","[0.5396531229433105, 0.0048693104474097915, 0.8522986661505394]","[0.31719348610882075, 0.4374381699854689, -0.3538378966208256]","[1.8696399976138318, 0.7163715114816886, 1.396586644325232]","[0.551061794216448, 0.276115689921844, 0.9673909093999289]"
1403,1403,2.4622146518261885,1.6211556655496189,0.8304022650501337,0.04,0.06939043552841975,"[-0.4350082050248266, 1.1422404714422711, -0.11132428482572075]","[0.0, 0.5414049969022001, 0.9597509727618627]","[0.3918371672261163, 0.0, 0.7469257698779752]","[1.4730996846101463, 1.1929139368150032, -0.01301088279377921]","[1.971050400059705, 0.0, 1.2182675057273689]","[0.6863961624306187, 0.8712634860880294, 0.0]"
1404,1404,2.3167042271855003,1.4597132744122272,0.2204724977319826,0.12,0.20817130658525926,"[0.6552690252023243, -0.08426888624646267, 0.05935483148441367]","[1.0763209848551993, 1.0187924442198575, 0.8485028104063883]","[0.35227544966938684, 0.6614629805065964, 0.6928604565180017]","[1.4693232776629848, 0.17057014315328045, 1.8883482594554657]","[1.769390826423377, 0.0, 1.5745714886405602]","[0.04422732639101323, 0.9542409949004971, 0.0040400925689857425]"
1405,1405,2.316704227186502,1.5083198811124925,0.2730130615052633,0.09,0.15612847993894444,"[0.5488110935947637, -0.08426888624646267, 0.056852348640880734]","[1.0417006108210247, 1.0197121785424137, 0.0]","[0.7811868660839477, 0.6341601771924071, 0.3711767470104361]","[1.5920926917160303, 0.35660563150041646, 1.8883482594554657]","[1.5225679752277201, 0.0, 1.314191539762306]","[0.04422732639101323, 0.7513245330580557, 6.295907572409802e-05]"
1406,1406,2.5976515101356275,1.1487188688575722,0.9503369160691016,0.2639,0.4578033983987494,"[-0.1305250051954609, 0.6581762550222774, 0.3271364019454279]","[1.262207633420634, 1.3693731056878196, 0.3371617009608834]","[0.3384029296060519, 0.4824427401454001, 0.31071496421061573]","[0.7993085334509348, 0.3055181788603776, -0.8458684822451276]","[0.5815103202897969, 1.109471952330788, 0.7165171536277573]","[0.0, 0.9124293636216171, 0.0]"
1407,1407,2.316704227184824,1.4900684533751667,0.1734760888210492,0.1317,0.22846800897732206,"[0.11601053254627408, 0.2284424516549201, -0.27510299981398534]","[1.5254348717274013, 0.15449967962305644, 1.272001993560468]","[0.3658962338586814, 0.3982464556618974, 0.3943767385621748]","[-1.835285994147951, 0.6856011459657897, -1.0534809583655662]","[0.11126009578090104, 0.0, 0.7591692788139786]","[0.0, 0.0914891239412906, 0.0]"
1408,1408,2.5976504851678475,0.5757147600136564,0.6909099485590153,0.5222,0.9058921358235199,"[0.1162588470852084, -0.08426888624646267, 0.05935483148441367]","[1.9077961118644322, 1.0070141817370195, 1.3212814830836972]","[0.21405462150090804, 0.19879702312887781, 0.6512851745103607]","[1.0037319691883821, 0.17057014315328045, -0.010128713948267976]","[1.769390826423377, 0.8783744852988886, 1.8864058379451354]","[0.44858107243232237, 0.9878915075819084, 0.6158253160010344]"
1409,1409,2.4577157871776425,0.890523895037789,1.6250939260602808,0.04,0.06939043552841975,"[1.540527898186093, 2.0, -1.1321359439900285]","[1.420872368334686, 1.3342316328286916, 0.0]","[0.3072877444073874, 0.841748701288647, 1.0]","[-0.3255233263753903, 1.2742555648058436, -0.37059321053740074]","[1.3570760428503503, 0.0, 2.0]","[0.507811979712002, 0.49291228116454944, 0.18092609689885694]"
1410,1410,0.3983726878699438,0.2458763615864354,0.4280572707193693,0.9454,1.640042943714201,"[0.1162588470852084, 0.2845575733292788, 0.05935483148441367]","[1.3071889804029564, 1.0957252380105629, 1.829178415590253]","[0.6511538460058796, 0.48467684075425954, 0.6928604565180017]","[0.18349474713344716, 0.2842097353368754, -0.5922950495475177]","[0.7102290599527403, 0.09600674795724573, 1.758141075198188]","[0.34556467982262606, 0.9376922647094202, 0.0]"
1411,1411,2.3450278377463256,1.620390502313788,0.3406922005340435,0.06,0.10408565329262963,"[-0.3455165690346118, -1.5808514847016353, -0.4094847925526781]","[1.8971614297262651, 0.0, 1.0300496445714997]","[0.7481295126653698, 0.8120577258330749, 0.35470881180970454]","[1.4060259233600632, -0.020895747430736744, -2.0]","[1.9891219320959976, 0.0, 1.475161741867804]","[0.09985753578043075, 0.4613744787738004, 0.0]"
1412,1412,2.597651510154348,1.331257916730784,1.4417768990626023,0.1342,0.2328049111978483,"[-0.08552904848083454, -0.21027979029727842, -0.003366902229881674]","[1.7848261575858655, 1.5627415011425623, 0.9710847584184656]","[0.4020368261502616, 0.038842795567987976, 0.6205074451708932]","[0.30559287235057087, 0.22409748295781567, -0.35416766935587607]","[0.30760869365941845, 1.5172014664354543, 1.4621318829560264]","[0.5158161634243351, 0.9995437205899222, 0.8608090972442937]"
1413,1413,2.382119949333701,1.6411710785370617,0.3918188031530462,0.0728,0.12629059266172396,"[0.36511143179778227, 0.5938668900301405, 0.06336578352089059]","[0.07113477515489008, 0.7723567003964706, 1.04864355155773]","[0.2567810475859126, 0.5808240936391047, 0.9295492531219742]","[1.1293264205253668, 0.16127083450884205, 1.250775203318891]","[1.9647609754558992, 0.0, 1.4334094885565356]","[0.10143342294618307, 0.7676893962653867, 0.0]"
1414,1414,2.597651510154419,1.478147914504025,1.6767113203705422,0.07,0.12143326217473459,"[0.17872201043050542, -0.0699461627516148, 0.10436346257041107]","[1.5454087761093487, 1.9426438405750917, 0.9187167856367586]","[0.6141074107343731, 0.0, 0.30392098012675317]","[0.819267003774802, 0.29931457837997133, -0.8458905704087756]","[1.4418344177798186, 0.4406952605256289, 1.3172944251749774]","[0.13372923364611883, 0.5910634987696914, 0.06626197480705365]"
1415,1415,2.316704227186761,1.5269683046231572,0.350960462999852,0.06,0.10408565329262963,"[0.1162588470852084, -0.08426888624646267, 0.05935483148441367]","[1.0807903764053846, 1.0187924442198575, 0.0]","[0.9978650034739787, 0.6614629805065964, 0.6914698117262539]","[1.9254244635030582, 0.17057014315328045, 1.8883482594554657]","[1.769390826423377, 0.0, 1.5745714886405602]","[0.04422732639101323, 0.5542279936924593, 0.0040400925689857425]"
1416,1416,2.597651510154334,1.36482749950073,1.3751236183495323,0.1392,0.24147871563890072,"[-0.7066245206023467, 1.1137847165264467, 0.3525608754430827]","[0.0, 2.0, 0.28034941742256925]","[0.9938705621865306, 0.022940624430231926, 0.9776733420700486]","[0.24138955983209803, -1.5060081095976319, -0.8196842157172894]","[0.6183361587789162, 0.0, 1.3246290837048629]","[0.9055423517637102, 0.8952661791164912, 0.07382294677826709]"
1417,1417,2.5976515101517585,1.1828278857567087,1.134020276654615,0.2218,0.38476996500508753,"[-0.22356239316081067, 0.27609303508842675, -0.17909612505385397]","[0.7865658762131056, 0.0, 0.0]","[0.3544425679041124, 0.9969126013918956, 0.9553326969653826]","[1.0230611203506417, 0.19905141030104015, 0.18160844082767125]","[1.7601252801747713, 0.4131125615470822, 0.5839020556226429]","[0.07865405574171219, 0.6759139160719402, 0.3673870804060384]"
1418,1418,2.597651510154421,1.6161549081459718,1.6288885008643206,0.06,0.10408565329262963,"[0.32879838426477326, 0.2218720251550912, -0.27510299981398534]","[1.036002110841893, 0.23909362764925324, 1.272001993560468]","[0.3658962338586814, 0.26674624124851387, 0.3154498126412606]","[-0.8706252498912534, 0.41291877054958315, -0.5987031845744775]","[0.11693939060971151, 0.0, 1.339775451644404]","[0.0, 0.8125107504485496, 0.2604792386671627]"
1419,1419,2.597651510141792,1.1811410992092195,0.9699930037534414,0.2535,0.4397618851613602,"[-0.028736605158428123, 0.2945754376837426, 0.8856100424944698]","[1.8031522758766148, 0.16737144823157224, 1.812968181791395]","[0.695967164063304, 0.47835582837381674, 1.0]","[0.03229146372354719, -0.6184810914403953, -0.7905182026476099]","[0.90955589577201, 0.0, 0.0]","[0.15353100144810783, 0.9132012312717008, 0.21621195577221353]"
1420,1420,2.316704227186511,0.1734760888210492,1.6100340721415582,0.09,0.15612847993894444,"[-0.5666958000166167, -1.653314851506857, -1.243199147925063]","[0.0, 1.5801863195463979, 1.886908780377396]","[0.3009225612662937, 0.0, 0.0]","[-0.39814873654643423, 0.17257351917203956, -1.9593811622789437]","[0.9132793994492667, 0.34820273793802087, 0.0]","[0.32038928385491083, 0.9514316612665114, 0.554416962469207]"
1421,1421,2.3461733279139616,1.689502361167587,0.5174944152049497,0.03,0.052042826646314815,"[0.8795299422119034, 0.28231426970810913, -0.5577578554215807]","[1.6675196221429827, 1.862364838640074, 1.5964327263861988]","[0.752554697367877, 0.4571515229977007, 0.45616465356651953]","[2.0, 0.29630262315977607, -1.6602437573179647]","[0.852424520681077, 0.0, 1.5158722543628946]","[0.39875868075928333, 1.0, 0.0]"
1422,1422,2.316704227186825,1.6557739817873258,0.266245581678007,0.05,0.0867380444105247,"[0.1162588470852084, -0.08426888624646267, 0.056852348640880734]","[1.0003303001320833, 0.4488785451502033, 0.0]","[0.7811868660839477, 0.6341601771924071, 0.5119025320775874]","[1.694979712191627, -1.503124941098549, 1.8883482594554657]","[1.5491003090528435, 0.0, 0.6886805599912893]","[0.04422732639101323, 0.7513245330580557, 6.295907572409802e-05]"
1423,1423,2.316704227186306,1.424174364917987,0.3241654288304098,0.1,0.1734760888210494,"[0.1162588470852084, -0.08426888624646267, 0.05935483148441367]","[1.0763209848551993, 1.0187924442198575, 0.0]","[1.0, 0.6614629805065964, 0.6928604565180017]","[1.841721414878839, 0.17057014315328045, 1.8883482594554657]","[1.769390826423377, 0.0, 1.5745714886405602]","[0.04422732639101323, 0.7513245330580557, 0.0040400925689857425]"
1424,1424,2.357288325209304,1.6265932764393398,0.5613863106610747,0.04,0.06939043552841975,"[1.1148605055655727, -0.40319001721832487, 0.36782169776527934]","[1.3622744972163392, 1.8140976080926094, 0.4503335804153956]","[0.0017724983051417564, 0.10240830115122859, 0.6902104038137856]","[1.932830951535382, 0.5497740695682574, 1.770288513112586]","[1.6402315177179965, 0.0, 0.7546381920887162]","[0.903145578539019, 0.14991166280386747, 0.018018552051042507]"
1425,1425,2.3256723812231415,0.201058637850699,1.5933049518436582,0.09,0.15612847993894444,"[-0.3541323914580996, -0.3021221719270553, -0.999842322066707]","[1.9656364029726061, 0.7975362015779254, 0.0]","[0.0010649413723745615, 0.0, 0.2105655468403388]","[-0.46953524935424923, 0.39691208235843023, -0.0111139192259051]","[1.3449874602696508, 1.7093741547006627, 0.4218694662122121]","[1.0, 1.0, 0.9840931221796476]"
1426,1426,2.4187419929387355,1.705050135320379,0.5463412760809022,0.06,0.10408565329262963,"[1.1435675771006035, 0.6645852471489246, 0.04838356598165386]","[1.9806269189984618, 1.4838711693787516, 0.3674315324702433]","[0.9095062263682933, 0.5892106909424429, 0.9514581671613783]","[-1.429206463986791, 0.2807439056584635, -0.1013532886458714]","[0.5302018781881623, 0.0, 1.989433469174924]","[0.0, 0.7584099617686301, 0.01591875171678714]"
1427,1427,2.3808742986175555,0.6846416110665807,0.2293133042784364,0.5268,0.9138720359092882,"[0.32055282028463755, 0.6520610816882028, 0.03475361724827464]","[0.5066749053741886, 1.094621958979594, 1.5322093761938411]","[0.5464142972184273, 0.6245499579475705, 0.17648180463920285]","[1.1293264205253668, -1.0323279179295515, -1.0082574964108466]","[0.8989508933867825, 0.0, 1.3905553845280443]","[0.0022891802773893563, 0.6304702196287375, 0.00088070307686966]"
1428,1428,2.597651510152029,1.1412903270740669,1.2111112677135445,0.2181,0.3783513497187087,"[0.03749313381283503, 1.1201806727228938, 0.17727220738475813]","[0.7783403110979912, 1.3990348517979325, 0.8502536533772846]","[0.5181928997560862, 0.008058297723889551, 0.029663680579805618]","[0.11900515814676949, 0.16872964750893477, 0.3931006136604105]","[1.1568736741423133, 0.33188541828417284, 0.43224423725682204]","[0.16870417202204324, 1.0, 0.2559562970810134]"
1429,1429,2.3951417547945666,1.6280463303126589,0.4455978396506266,0.08,0.1387808710568395,"[-0.02577611312703207, -0.142258867091956, -0.6956860010370138]","[1.7000041458626465, 0.6632681044107205, 0.7823172576308244]","[0.971630188986, 0.4545669218019688, 0.03921514830475037]","[-0.18003930690157066, -1.7697520783415626, -0.394927975697072]","[1.91594388471998, 0.0, 0.0]","[0.00771236739216824, 0.0, 0.5376832780960935]"
1430,1430,2.5976515101544195,1.628172506043098,1.5412648949173564,0.07,0.12143326217473459,"[-0.028736605158428123, 0.1739712542500822, 0.8895643503485631]","[1.3537552889198132, 0.16737144823157224, 1.812968181791395]","[0.45372503733545677, 0.4192644442605763, 1.0]","[0.033225512937912205, -0.6184810914403953, 0.9586656033979204]","[0.90955589577201, 1.8359174327395693, 0.0]","[0.44249136819276635, 0.28797874988360217, 0.4394826329847865]"
1431,1431,2.5976515101544,1.441611417380238,1.4925717458035903,0.1068,0.18527246286088075,"[0.6983097035258137, -0.07058119864851842, -0.08401484521387184]","[1.3266711808801732, 1.9739679669659327, 0.901110402955995]","[0.3141786738102736, 0.8078885047529634, 0.6482019451703502]","[0.6828565210412885, 0.17057014315328045, 0.5012089882177673]","[0.929666484853731, 0.27090148168909073, 0.9012705436798236]","[0.10973316581207959, 0.9758442725297076, 0.0010032958344775873]"
1432,1432,2.525387522805999,1.6513326891366384,1.025152330397174,0.06,0.10408565329262963,"[0.1162588470852084, -0.08426888624646267, 0.0748025725454412]","[0.8207060797249748, 0.4906680071885807, 1.5864267430287131]","[0.011418283666362272, 0.6614629805065964, 0.12563427892255397]","[1.5452028883564413, -1.434682667273366, -1.4663265188185597]","[1.769390826423377, 0.0, 1.5745714886405602]","[0.04422732639101323, 0.9148886553774034, 0.0040400925689857425]"
